Id,Account__c,Start_Date__c,End_Date__c,Product_Family__c,ARR__c,Prior_ARR__c,Status__c,Renewal_Outcome__c,Churn_Reason__c,Renewal_Opportunity__c
a00000000006962,001000000002056,2023-10-02,2024-10-16,Platform,15061,15061,Active,Renewed,,
a00000000006963,001000000002869,2023-10-02,2024-10-02,Platform,13928,13928,Active,Renewed,,
a00000000006964,001000000004105,2023-10-02,2024-10-17,Platform,10857,10857,Active,Renewed,,
a00000000006965,001000000004039,2023-10-02,2024-12-24,Platform,9680,9680,Active,Renewed,,
a00000000006966,001000000001908,2023-10-02,2024-11-16,Automation,13002,13002,Active,Renewed,,
a00000000006967,001000000004091,2023-10-02,2024-10-10,Analytics,8010,8010,Active,Renewed,,
a00000000006968,001000000004305,2023-10-02,2024-10-22,Analytics,10807,10807,Active,Renewed,,
a00000000006969,001000000004242,2023-10-02,2024-12-26,Automation,10893,10893,Active,Renewed,,
a00000000006970,001000000002123,2023-10-02,2024-12-30,Core,15130,15130,Active,Renewed,,
a00000000006971,001000000002803,2023-10-02,2024-11-23,Analytics,10509,10509,Active,Renewed,,
a00000000006972,001000000004719,2023-10-02,2024-11-19,Analytics,14406,14406,Active,Renewed,,
a00000000006973,001000000001058,2023-10-02,2024-10-23,Automation,12265,12265,Active,Renewed,,
a00000000006974,001000000001877,2023-10-02,2024-12-06,Platform,9046,9046,Active,Renewed,,
a00000000006975,001000000001325,2023-10-02,2024-10-17,Automation,8446,8446,Active,Renewed,,
a00000000006976,001000000000793,2023-10-02,2024-12-22,Automation,10233,10233,Active,Renewed,,
a00000000006977,001000000004283,2023-10-02,2024-11-13,Core,8114,8114,Active,Renewed,,
a00000000006978,001000000001859,2023-10-02,2024-12-31,Platform,15193,15193,Active,Renewed,,
a00000000006979,001000000002837,2023-10-02,2024-11-28,Core,10670,10670,Active,Renewed,,
a00000000006980,001000000000314,2023-10-02,2024-11-03,Core,13597,13597,Active,Renewed,,
a00000000006981,001000000001870,2023-10-02,2024-10-15,Automation,13334,13334,Active,Renewed,,
a00000000006982,001000000000639,2023-10-02,2024-12-29,Core,7920,7920,Active,Renewed,,
a00000000006983,001000000004918,2023-10-02,2024-12-19,Analytics,7632,7632,Active,Renewed,,
a00000000006984,001000000000838,2023-10-02,2024-11-26,Analytics,11976,11976,Active,Renewed,,
a00000000006985,001000000004321,2023-10-02,2024-10-04,Platform,8182,8182,Active,Renewed,,
a00000000006986,001000000001347,2023-10-02,2024-10-07,Analytics,8080,8080,Active,Renewed,,
a00000000006987,001000000001902,2023-10-02,2024-10-10,Automation,9159,9159,Active,Renewed,,
a00000000006988,001000000004225,2023-10-02,2024-11-03,Platform,12051,12051,Active,Renewed,,
a00000000006989,001000000003562,2023-10-02,2024-11-14,Platform,11201,11201,Active,Renewed,,
a00000000006990,001000000004121,2023-10-02,2024-10-30,Platform,15048,15048,Active,Renewed,,
a00000000006991,001000000001842,2023-10-02,2024-10-21,Automation,9079,9079,Active,Renewed,,
a00000000006992,001000000002029,2023-10-02,2024-10-22,Automation,9745,9745,Active,Renewed,,
a00000000006993,001000000003491,2023-10-02,2024-10-20,Platform,14264,14264,Active,Renewed,,
a00000000006994,001000000000569,2023-10-02,2024-12-31,Platform,13806,13806,Active,Renewed,,
a00000000006995,001000000002961,2023-10-02,2024-10-24,Automation,9947,9947,Active,Renewed,,
a00000000006996,001000000002696,2023-10-02,2024-10-08,Automation,13474,13474,Active,Renewed,,
a00000000006997,001000000000419,2023-10-02,2024-12-03,Automation,14300,14300,Active,Renewed,,
a00000000006998,001000000000836,2023-10-02,2024-10-15,Analytics,13572,13572,Active,Renewed,,
a00000000006999,001000000004288,2023-10-02,2024-10-15,Automation,12087,12087,Active,Renewed,,
a00000000007000,001000000001819,2023-10-02,2024-12-05,Analytics,11549,11549,Active,Renewed,,
a00000000007001,001000000001823,2023-10-02,2024-11-25,Platform,14807,14807,Active,Renewed,,
a00000000007002,001000000002708,2023-10-02,2024-10-12,Automation,9919,9919,Active,Renewed,,
a00000000007003,001000000002565,2023-10-02,2024-10-31,Core,12648,12648,Active,Renewed,,
a00000000007004,001000000004945,2023-10-02,2024-11-19,Platform,8588,8588,Active,Renewed,,
a00000000007005,001000000002484,2023-10-02,2024-11-13,Core,14981,14981,Active,Renewed,,
a00000000007006,001000000002269,2023-10-02,2024-11-22,Automation,8414,8414,Active,Renewed,,
a00000000007007,001000000001268,2023-10-02,2024-12-21,Platform,7631,7631,Active,Renewed,,
a00000000007008,001000000002880,2023-10-02,2024-10-08,Analytics,8144,8144,Active,Renewed,,
a00000000007009,001000000000996,2023-10-02,2024-12-07,Automation,7909,7909,Active,Renewed,,
a00000000007010,001000000002923,2023-10-02,2024-10-12,Analytics,11641,11641,Active,Renewed,,
a00000000007011,001000000000878,2023-10-02,2024-11-05,Automation,13758,13758,Active,Renewed,,
a00000000007012,001000000003719,2023-10-02,2024-11-20,Core,11635,11635,Active,Renewed,,
a00000000007013,001000000000460,2023-10-02,2024-11-29,Automation,7399,7399,Active,Renewed,,
a00000000007014,001000000000801,2023-10-02,2024-10-17,Core,13625,13625,Active,Renewed,,
a00000000007015,001000000002708,2023-10-02,2024-11-08,Automation,10920,10920,Active,Renewed,,
a00000000007016,001000000004789,2023-10-02,2024-12-20,Platform,15538,15538,Active,Renewed,,
a00000000007017,001000000000697,2023-10-02,2024-11-10,Core,10399,10399,Active,Renewed,,
a00000000007018,001000000003872,2023-10-02,2024-10-01,Automation,10527,10527,Active,Renewed,,
a00000000007019,001000000000052,2023-10-02,2024-12-18,Core,15504,15504,Active,Renewed,,
a00000000007020,001000000000701,2023-10-02,2024-12-30,Analytics,13604,13604,Active,Renewed,,
a00000000007021,001000000004443,2023-10-02,2024-10-20,Automation,14215,14215,Active,Renewed,,
a00000000007022,001000000003147,2023-10-02,2024-12-04,Automation,11860,11860,Active,Renewed,,
a00000000007023,001000000002789,2023-10-02,2024-11-24,Core,9353,9353,Active,Renewed,,
a00000000007024,001000000000686,2023-10-02,2024-12-07,Platform,15026,15026,Active,Renewed,,
a00000000007025,001000000002406,2023-10-02,2024-10-11,Core,12226,12226,Active,Renewed,,
a00000000007026,001000000001811,2023-10-02,2024-11-16,Analytics,13436,13436,Active,Renewed,,
a00000000007027,001000000002448,2023-10-02,2024-10-12,Core,15385,15385,Active,Renewed,,
a00000000007028,001000000001856,2023-10-02,2024-10-03,Automation,14024,14024,Active,Renewed,,
a00000000007029,001000000001558,2023-10-02,2024-10-14,Platform,13530,13530,Active,Renewed,,
a00000000007030,001000000003625,2023-10-02,2024-12-01,Analytics,11837,11837,Active,Renewed,,
a00000000007031,001000000002439,2023-10-02,2024-12-12,Automation,9304,9304,Active,Renewed,,
a00000000007032,001000000001697,2023-10-02,2024-11-16,Core,8509,8509,Active,Renewed,,
a00000000007033,001000000000107,2023-10-02,2024-11-28,Core,9228,9228,Active,Renewed,,
a00000000007034,001000000001129,2023-10-02,2024-11-04,Core,10158,10158,Active,Renewed,,
a00000000007035,001000000003972,2023-10-02,2024-11-06,Automation,8198,8198,Active,Renewed,,
a00000000007036,001000000003223,2023-10-02,2024-11-30,Analytics,13986,13986,Active,Renewed,,
a00000000007037,001000000001675,2023-10-02,2024-12-26,Automation,7465,7465,Active,Renewed,,
a00000000007038,001000000002200,2023-10-02,2024-12-05,Platform,13362,13362,Active,Renewed,,
a00000000007039,001000000000595,2023-10-02,2024-10-21,Analytics,12208,12208,Active,Renewed,,
a00000000007040,001000000004522,2023-10-02,2024-10-21,Core,11640,11640,Active,Renewed,,
a00000000007041,001000000002387,2023-10-02,2024-12-15,Core,11268,11268,Active,Renewed,,
a00000000007042,001000000003320,2023-10-02,2024-12-11,Analytics,12369,12369,Active,Renewed,,
a00000000007043,001000000004605,2023-10-02,2024-11-13,Core,11305,11305,Active,Renewed,,
a00000000007044,001000000004024,2023-10-02,2024-12-17,Core,14203,14203,Active,Renewed,,
a00000000007045,001000000004112,2023-10-02,2024-11-25,Analytics,7953,7953,Active,Renewed,,
a00000000007046,001000000002304,2023-10-02,2024-10-28,Analytics,13298,13298,Active,Renewed,,
a00000000007047,001000000004012,2023-10-02,2024-10-29,Core,10121,10121,Active,Renewed,,
a00000000007048,001000000004718,2023-10-02,2024-12-08,Platform,11058,11058,Active,Renewed,,
a00000000007049,001000000004381,2023-10-02,2024-12-23,Analytics,12756,12756,Active,Renewed,,
a00000000007050,001000000000053,2023-10-02,2024-10-22,Automation,12430,12430,Active,Renewed,,
a00000000007051,001000000002285,2023-10-02,2024-12-08,Automation,8024,8024,Active,Renewed,,
a00000000007052,001000000002836,2023-10-02,2024-10-31,Analytics,9766,9766,Active,Renewed,,
a00000000007053,001000000000845,2023-10-02,2024-11-09,Analytics,14245,14245,Active,Renewed,,
a00000000007054,001000000004660,2023-10-02,2024-11-10,Analytics,11266,11266,Active,Renewed,,
a00000000007055,001000000003204,2023-10-02,2024-11-04,Analytics,11608,11608,Active,Renewed,,
a00000000007056,001000000004864,2023-10-02,2024-11-14,Analytics,9934,9934,Active,Renewed,,
a00000000007057,001000000001797,2023-10-02,2024-12-10,Analytics,9763,9763,Active,Renewed,,
a00000000007058,001000000004596,2023-10-02,2024-12-26,Automation,7727,7727,Active,Renewed,,
a00000000007059,001000000000574,2023-10-02,2024-11-09,Automation,15024,15024,Active,Renewed,,
a00000000007060,001000000001836,2023-10-02,2024-12-30,Platform,12892,12892,Active,Renewed,,
a00000000007061,001000000003427,2023-10-02,2024-12-14,Automation,10316,10316,Active,Renewed,,
a00000000007062,001000000000868,2023-10-02,2024-12-16,Core,11221,11221,Active,Renewed,,
a00000000007063,001000000002211,2023-10-02,2024-12-08,Platform,12563,12563,Active,Renewed,,
a00000000007064,001000000004286,2023-10-02,2024-10-07,Platform,13298,13298,Active,Renewed,,
a00000000007065,001000000001498,2023-10-02,2024-12-17,Analytics,9281,9281,Active,Renewed,,
a00000000007066,001000000001068,2023-10-02,2024-10-18,Analytics,13304,13304,Active,Renewed,,
a00000000007067,001000000001405,2023-10-02,2024-11-05,Analytics,12357,12357,Active,Renewed,,
a00000000007068,001000000001528,2023-10-02,2024-11-12,Core,11165,11165,Active,Renewed,,
a00000000007069,001000000003343,2023-10-02,2024-11-18,Core,7796,7796,Active,Renewed,,
a00000000007070,001000000002370,2023-10-02,2024-10-31,Analytics,14563,14563,Active,Renewed,,
a00000000007071,001000000000174,2023-10-02,2024-12-31,Analytics,15343,15343,Active,Renewed,,
a00000000007072,001000000002626,2023-10-02,2024-10-06,Analytics,9401,9401,Active,Renewed,,
a00000000007073,001000000000811,2023-10-02,2024-11-02,Platform,11645,11645,Active,Renewed,,
a00000000007074,001000000001798,2023-10-02,2024-10-08,Analytics,12794,12794,Active,Renewed,,
a00000000007075,001000000003894,2023-10-02,2024-10-06,Platform,7810,7810,Active,Renewed,,
a00000000007076,001000000004269,2023-10-02,2024-10-15,Core,13094,13094,Active,Renewed,,
a00000000007077,001000000001880,2023-10-02,2024-11-29,Automation,11674,11674,Active,Renewed,,
a00000000007078,001000000002398,2023-10-02,2024-12-05,Analytics,8399,8399,Active,Renewed,,
a00000000007079,001000000002924,2023-10-02,2024-12-25,Core,12619,12619,Active,Renewed,,
a00000000007080,001000000002428,2023-10-02,2024-11-15,Platform,15268,15268,Active,Renewed,,
a00000000007081,001000000000962,2023-10-02,2024-11-15,Core,13963,13963,Active,Renewed,,
a00000000007082,001000000003995,2023-10-02,2024-11-12,Analytics,13687,13687,Active,Renewed,,
a00000000007083,001000000003064,2023-10-02,2024-10-26,Core,13799,13799,Active,Renewed,,
a00000000007084,001000000002728,2023-10-02,2024-12-10,Analytics,7727,7727,Active,Renewed,,
a00000000007085,001000000000426,2023-10-02,2024-10-03,Core,9943,9943,Active,Renewed,,
a00000000007086,001000000001829,2023-10-02,2024-11-14,Analytics,14717,14717,Active,Renewed,,
a00000000007087,001000000002753,2023-10-02,2024-12-06,Analytics,7810,7810,Active,Renewed,,
a00000000007088,001000000001153,2023-10-02,2024-11-18,Automation,9805,9805,Active,Renewed,,
a00000000007089,001000000002036,2023-10-02,2024-12-19,Platform,10332,10332,Active,Renewed,,
a00000000007090,001000000003612,2023-10-02,2024-12-13,Core,11521,11521,Active,Renewed,,
a00000000007091,001000000000123,2023-10-02,2024-10-09,Analytics,12962,12962,Active,Renewed,,
a00000000007092,001000000001186,2023-10-02,2024-11-12,Automation,15541,15541,Active,Renewed,,
a00000000007093,001000000004090,2023-10-02,2024-12-01,Platform,14793,14793,Active,Renewed,,
a00000000007094,001000000002893,2023-10-02,2024-12-07,Automation,14191,14191,Active,Renewed,,
a00000000007095,001000000001103,2023-10-02,2024-10-14,Analytics,12916,12916,Active,Renewed,,
a00000000007096,001000000001706,2023-10-02,2024-10-27,Core,8024,8024,Active,Renewed,,
a00000000007097,001000000003701,2023-10-02,2024-10-30,Analytics,12785,12785,Active,Renewed,,
a00000000007098,001000000002441,2023-10-02,2024-12-31,Platform,13929,13929,Active,Renewed,,
a00000000007099,001000000004396,2023-10-02,2024-10-12,Automation,9123,9123,Active,Renewed,,
a00000000007100,001000000004419,2023-10-02,2024-11-16,Core,8048,8048,Active,Renewed,,
a00000000007101,001000000001957,2023-10-02,2024-11-09,Core,7705,7705,Active,Renewed,,
a00000000007102,001000000001994,2023-10-02,2024-11-23,Platform,9460,9460,Active,Renewed,,
a00000000007103,001000000003300,2023-10-02,2024-10-27,Platform,13509,13509,Active,Renewed,,
a00000000007104,001000000001705,2023-10-02,2024-10-17,Core,14747,14747,Active,Renewed,,
a00000000007105,001000000002766,2023-10-02,2024-12-10,Platform,13321,13321,Active,Renewed,,
a00000000007106,001000000004677,2023-10-02,2024-11-06,Analytics,10523,10523,Active,Renewed,,
a00000000007107,001000000003500,2023-10-02,2024-10-13,Analytics,7694,7694,Active,Renewed,,
a00000000007108,001000000001877,2023-10-02,2024-10-08,Analytics,10349,10349,Active,Renewed,,
a00000000007109,001000000000583,2023-10-02,2024-12-17,Core,9761,9761,Active,Renewed,,
a00000000007110,001000000000811,2023-10-02,2024-10-25,Automation,7584,7584,Active,Renewed,,
a00000000007111,001000000002154,2023-10-02,2024-11-22,Core,8444,8444,Active,Renewed,,
a00000000007112,001000000000047,2023-10-02,2024-10-20,Analytics,14229,14229,Active,Renewed,,
a00000000007113,001000000002835,2023-10-02,2024-12-12,Platform,15432,15432,Active,Renewed,,
a00000000007114,001000000002766,2023-10-02,2024-12-07,Automation,14791,14791,Active,Renewed,,
a00000000007115,001000000004619,2023-10-02,2024-11-07,Platform,7666,7666,Active,Renewed,,
a00000000007116,001000000004333,2023-10-02,2024-12-16,Core,9782,9782,Active,Renewed,,
a00000000007117,001000000002471,2023-10-02,2024-11-23,Platform,12659,12659,Active,Renewed,,
a00000000007118,001000000000368,2023-10-02,2024-12-16,Analytics,11461,11461,Active,Renewed,,
a00000000007119,001000000000143,2023-10-02,2024-12-08,Analytics,14768,14768,Active,Renewed,,
a00000000007120,001000000001627,2023-10-02,2024-12-04,Analytics,9986,9986,Active,Renewed,,
a00000000007121,001000000001960,2023-10-02,2024-11-14,Platform,13342,13342,Active,Renewed,,
a00000000007122,001000000003531,2023-10-02,2024-11-13,Automation,8368,8368,Active,Renewed,,
a00000000007123,001000000003916,2023-10-02,2024-10-22,Automation,12557,12557,Active,Renewed,,
a00000000007124,001000000004825,2023-10-02,2024-10-05,Core,10105,10105,Active,Renewed,,
a00000000007125,001000000004247,2023-10-02,2024-11-30,Platform,7449,7449,Active,Renewed,,
a00000000007126,001000000001501,2023-10-02,2024-10-19,Core,12573,12573,Active,Renewed,,
a00000000007127,001000000003724,2023-10-02,2024-12-06,Platform,14645,14645,Active,Renewed,,
a00000000007128,001000000000324,2023-10-02,2024-12-14,Core,10569,10569,Active,Renewed,,
a00000000007129,001000000002973,2023-10-02,2024-10-23,Core,13920,13920,Active,Renewed,,
a00000000007130,001000000000609,2023-10-02,2024-10-03,Platform,10526,10526,Active,Renewed,,
a00000000007131,001000000000879,2023-10-02,2024-12-03,Analytics,12982,12982,Active,Renewed,,
a00000000007132,001000000004452,2023-10-02,2024-12-27,Analytics,12505,12505,Active,Renewed,,
a00000000007133,001000000003285,2023-10-02,2024-10-11,Platform,14193,14193,Active,Renewed,,
a00000000007134,001000000000160,2023-10-02,2024-11-21,Core,9846,9846,Active,Renewed,,
a00000000007135,001000000002304,2023-10-02,2024-12-23,Platform,7980,7980,Active,Renewed,,
a00000000007136,001000000000605,2023-10-02,2024-11-22,Core,14639,14639,Active,Renewed,,
a00000000007137,001000000000750,2023-10-02,2024-10-24,Analytics,14125,14125,Active,Renewed,,
a00000000007138,001000000003410,2023-10-02,2024-12-29,Automation,15034,15034,Active,Renewed,,
a00000000007139,001000000004079,2023-10-02,2024-10-26,Automation,7397,7397,Active,Renewed,,
a00000000007140,001000000003602,2023-10-02,2024-11-23,Automation,14715,14715,Active,Renewed,,
a00000000007141,001000000004617,2023-10-02,2024-10-09,Automation,9697,9697,Active,Renewed,,
a00000000007142,001000000003062,2023-10-02,2024-12-11,Core,9336,9336,Active,Renewed,,
a00000000007143,001000000000152,2023-10-02,2024-12-23,Core,8649,8649,Active,Renewed,,
a00000000007144,001000000002387,2023-10-02,2024-11-22,Analytics,15172,15172,Active,Renewed,,
a00000000007145,001000000002596,2023-10-02,2024-12-11,Automation,14974,14974,Active,Renewed,,
a00000000007146,001000000000788,2023-10-02,2024-11-15,Platform,11763,11763,Active,Renewed,,
a00000000007147,001000000002234,2023-10-02,2024-10-13,Analytics,10902,10902,Active,Renewed,,
a00000000007148,001000000001115,2023-10-02,2024-10-21,Platform,14026,14026,Active,Renewed,,
a00000000007149,001000000004810,2023-10-02,2024-11-06,Analytics,10397,10397,Active,Renewed,,
a00000000007150,001000000004080,2023-10-02,2024-11-21,Automation,13625,13625,Active,Renewed,,
a00000000007151,001000000002347,2023-10-02,2024-11-10,Analytics,11853,11853,Active,Renewed,,
a00000000007152,001000000001463,2023-10-02,2024-12-25,Core,11325,11325,Active,Renewed,,
a00000000007153,001000000001005,2023-10-02,2024-10-02,Automation,13079,13079,Active,Renewed,,
a00000000007154,001000000001396,2023-10-02,2024-12-03,Core,14832,14832,Active,Renewed,,
a00000000007155,001000000002604,2023-10-02,2024-11-30,Analytics,8268,8268,Active,Renewed,,
a00000000007156,001000000001650,2023-10-02,2024-12-13,Analytics,11376,11376,Active,Renewed,,
a00000000007157,001000000000717,2023-10-02,2024-10-07,Core,10517,10517,Active,Renewed,,
a00000000007158,001000000002308,2023-10-02,2024-12-18,Automation,9471,9471,Active,Renewed,,
a00000000007159,001000000001518,2023-10-02,2024-11-22,Analytics,8413,8413,Active,Renewed,,
a00000000007160,001000000003111,2023-10-02,2024-12-02,Automation,12313,12313,Active,Renewed,,
a00000000007161,001000000002372,2023-10-02,2024-12-19,Automation,9257,9257,Active,Renewed,,
a00000000007162,001000000001545,2023-10-02,2024-12-25,Automation,10967,10967,Active,Renewed,,
a00000000007163,001000000004068,2023-10-02,2024-11-04,Analytics,13435,13435,Active,Renewed,,
a00000000007164,001000000000238,2023-10-02,2024-10-19,Core,7376,7376,Active,Renewed,,
a00000000007165,001000000000139,2023-10-02,2024-10-03,Analytics,12291,12291,Active,Renewed,,
a00000000007166,001000000003835,2023-10-02,2024-11-23,Automation,14291,14291,Active,Renewed,,
a00000000007167,001000000003961,2023-10-02,2024-12-14,Platform,7726,7726,Active,Renewed,,
a00000000007168,001000000003554,2023-10-02,2024-11-01,Analytics,13381,13381,Active,Renewed,,
a00000000007169,001000000001366,2023-10-02,2024-12-23,Core,15016,15016,Active,Renewed,,
a00000000007170,001000000002336,2023-10-02,2024-12-12,Core,15087,15087,Active,Renewed,,
a00000000007171,001000000002210,2023-10-02,2024-11-25,Core,13572,13572,Active,Renewed,,
a00000000007172,001000000001376,2023-10-02,2024-10-01,Automation,7542,7542,Active,Renewed,,
a00000000007173,001000000004343,2023-10-02,2024-12-30,Analytics,12965,12965,Active,Renewed,,
a00000000007174,001000000002322,2023-10-02,2024-10-29,Platform,10527,10527,Active,Renewed,,
a00000000007175,001000000004925,2023-10-02,2024-12-06,Platform,13252,13252,Active,Renewed,,
a00000000007176,001000000002937,2023-10-02,2024-10-21,Platform,8495,8495,Active,Renewed,,
a00000000007177,001000000003119,2023-10-02,2024-12-09,Core,8108,8108,Active,Renewed,,
a00000000007178,001000000001569,2023-10-02,2024-10-23,Core,11054,11054,Active,Renewed,,
a00000000007179,001000000003916,2023-10-02,2024-12-10,Automation,14956,14956,Active,Renewed,,
a00000000007180,001000000004954,2023-10-02,2024-11-16,Automation,10033,10033,Active,Renewed,,
a00000000007181,001000000003851,2023-10-02,2024-11-01,Core,13111,13111,Active,Renewed,,
a00000000007182,001000000003408,2023-10-02,2024-12-29,Core,7421,7421,Active,Renewed,,
a00000000007183,001000000000979,2023-10-02,2024-10-17,Analytics,14888,14888,Active,Renewed,,
a00000000007184,001000000003230,2023-10-02,2024-12-16,Automation,11688,11688,Active,Renewed,,
a00000000007185,001000000000563,2023-10-02,2024-10-06,Analytics,15005,15005,Active,Renewed,,
a00000000007186,001000000000525,2023-10-02,2024-12-27,Analytics,12994,12994,Active,Renewed,,
a00000000007187,001000000000224,2023-10-02,2024-11-14,Automation,15173,15173,Active,Renewed,,
a00000000007188,001000000003985,2023-10-02,2024-12-03,Automation,9879,9879,Active,Renewed,,
a00000000007189,001000000003843,2023-10-02,2024-12-05,Core,11058,11058,Active,Renewed,,
a00000000007190,001000000003012,2023-10-02,2024-11-01,Core,8491,8491,Active,Renewed,,
a00000000007191,001000000004178,2023-10-02,2024-10-25,Automation,10227,10227,Active,Renewed,,
a00000000007192,001000000001631,2023-10-02,2024-12-06,Platform,13298,13298,Active,Renewed,,
a00000000007193,001000000004872,2023-10-02,2024-10-05,Core,11374,11374,Active,Renewed,,
a00000000007194,001000000000314,2023-10-02,2024-10-23,Platform,8103,8103,Active,Renewed,,
a00000000007195,001000000002451,2023-10-02,2024-10-17,Platform,12496,12496,Active,Renewed,,
a00000000007196,001000000004243,2023-10-02,2024-12-05,Platform,11343,11343,Active,Renewed,,
a00000000007197,001000000004619,2023-10-02,2024-10-22,Analytics,14910,14910,Active,Renewed,,
a00000000007198,001000000001675,2023-10-02,2024-10-18,Core,9896,9896,Active,Renewed,,
a00000000007199,001000000001554,2023-10-02,2024-12-24,Platform,13823,13823,Active,Renewed,,
a00000000007200,001000000004302,2023-10-02,2024-10-24,Core,11483,11483,Active,Renewed,,
a00000000007201,001000000004952,2023-10-02,2024-10-04,Platform,10994,10994,Active,Renewed,,
a00000000007202,001000000002585,2023-10-02,2024-10-09,Core,15201,15201,Active,Renewed,,
a00000000007203,001000000002187,2023-10-02,2024-11-03,Automation,7624,7624,Active,Renewed,,
a00000000007204,001000000002319,2023-10-02,2024-11-16,Platform,9442,9442,Active,Renewed,,
a00000000007205,001000000003688,2023-10-02,2024-12-26,Automation,12029,12029,Active,Renewed,,
a00000000007206,001000000002651,2023-10-02,2024-10-06,Platform,14950,14950,Active,Renewed,,
a00000000007207,001000000000959,2023-10-02,2024-12-12,Analytics,8862,8862,Active,Renewed,,
a00000000007208,001000000004351,2023-10-02,2024-10-30,Automation,14456,14456,Active,Renewed,,
a00000000007209,001000000002725,2023-10-02,2024-10-23,Analytics,7626,7626,Active,Renewed,,
a00000000007210,001000000000710,2023-10-02,2024-11-15,Automation,13547,13547,Active,Renewed,,
a00000000007211,001000000004922,2023-10-02,2024-12-12,Platform,7946,7946,Active,Renewed,,
a00000000007212,001000000001305,2023-10-02,2024-10-19,Analytics,15350,15350,Active,Renewed,,
a00000000007213,001000000002774,2023-10-02,2024-11-17,Platform,13779,13779,Active,Renewed,,
a00000000007214,001000000001278,2023-10-02,2024-11-02,Platform,9489,9489,Active,Renewed,,
a00000000007215,001000000004685,2023-10-02,2024-11-07,Platform,14704,14704,Active,Renewed,,
a00000000007216,001000000003033,2023-10-02,2024-11-30,Platform,7562,7562,Active,Renewed,,
a00000000007217,001000000000526,2023-10-02,2024-10-02,Core,11548,11548,Active,Renewed,,
a00000000007218,001000000002413,2023-10-02,2024-10-31,Platform,12826,12826,Active,Renewed,,
a00000000007219,001000000002371,2023-10-02,2024-10-14,Analytics,8355,8355,Active,Renewed,,
a00000000007220,001000000001807,2023-10-02,2024-10-19,Automation,7796,7796,Active,Renewed,,
a00000000007221,001000000001109,2023-10-02,2024-12-21,Platform,12754,12754,Active,Renewed,,
a00000000007222,001000000001921,2023-10-02,2024-11-04,Automation,13136,13136,Active,Renewed,,
a00000000007223,001000000004359,2023-10-02,2024-12-02,Platform,13000,13000,Active,Renewed,,
a00000000007224,001000000002580,2023-10-02,2024-10-12,Platform,11403,11403,Active,Renewed,,
a00000000007225,001000000003121,2023-10-02,2024-10-12,Automation,12604,12604,Active,Renewed,,
a00000000007226,001000000001621,2023-10-02,2024-10-24,Core,14763,14763,Active,Renewed,,
a00000000007227,001000000002196,2023-10-02,2024-11-09,Platform,9327,9327,Active,Renewed,,
a00000000007228,001000000001687,2023-10-02,2024-11-10,Core,8216,8216,Active,Renewed,,
a00000000007229,001000000004201,2023-10-02,2024-12-28,Automation,14530,14530,Active,Renewed,,
a00000000007230,001000000002896,2023-10-02,2024-12-26,Analytics,15022,15022,Active,Renewed,,
a00000000007231,001000000003240,2023-10-02,2024-11-21,Analytics,7692,7692,Active,Renewed,,
a00000000007232,001000000001062,2023-10-02,2024-12-15,Platform,9101,9101,Active,Renewed,,
a00000000007233,001000000004938,2023-10-02,2024-11-10,Automation,13084,13084,Active,Renewed,,
a00000000007234,001000000004718,2023-10-02,2024-12-05,Automation,14764,14764,Active,Renewed,,
a00000000007235,001000000000568,2023-10-02,2024-10-24,Platform,13334,13334,Active,Renewed,,
a00000000007236,001000000004605,2023-10-02,2024-12-19,Core,8891,8891,Active,Renewed,,
a00000000007237,001000000004007,2023-10-02,2024-10-30,Platform,15559,15559,Active,Renewed,,
a00000000007238,001000000004556,2023-10-02,2024-10-17,Automation,11475,11475,Active,Renewed,,
a00000000007239,001000000000708,2023-10-02,2024-10-18,Core,13405,13405,Active,Renewed,,
a00000000007240,001000000000710,2023-10-02,2024-12-22,Platform,14769,14769,Active,Renewed,,
a00000000007241,001000000002601,2023-10-02,2024-11-25,Core,14946,14946,Active,Renewed,,
a00000000007242,001000000002384,2023-10-02,2024-12-12,Platform,12404,12404,Active,Renewed,,
a00000000007243,001000000001697,2023-10-02,2024-11-22,Core,7717,7717,Active,Renewed,,
a00000000007244,001000000001611,2023-10-02,2024-12-22,Core,12779,12779,Active,Renewed,,
a00000000007245,001000000000947,2023-10-02,2024-10-01,Automation,7512,7512,Active,Renewed,,
a00000000007246,001000000003994,2023-10-02,2024-12-25,Analytics,12937,12937,Active,Renewed,,
a00000000007247,001000000002385,2023-10-02,2024-11-30,Automation,14303,14303,Active,Renewed,,
a00000000007248,001000000003442,2023-10-02,2024-11-05,Analytics,14463,14463,Active,Renewed,,
a00000000007249,001000000004745,2023-10-02,2024-12-14,Analytics,12017,12017,Active,Renewed,,
a00000000007250,001000000003605,2023-10-02,2024-11-03,Automation,15583,15583,Active,Renewed,,
a00000000007251,001000000002445,2023-10-02,2024-10-07,Core,11080,11080,Active,Renewed,,
a00000000007252,001000000004253,2023-10-02,2024-12-02,Automation,11001,11001,Active,Renewed,,
a00000000007253,001000000000037,2023-10-02,2024-12-03,Analytics,13072,13072,Active,Renewed,,
a00000000007254,001000000003454,2023-10-02,2024-10-19,Analytics,9763,9763,Active,Renewed,,
a00000000007255,001000000003284,2023-10-02,2024-10-09,Platform,8433,8433,Active,Renewed,,
a00000000007256,001000000002949,2023-10-02,2024-11-28,Core,11403,11403,Active,Renewed,,
